DiseaseCode,DiseaseName,Occurances,Symptoms
C0040961,tricuspid valve insufficiency,101,UMLS:C0428977_bradycardia
C0040961,tricuspid valve insufficiency,101,UMLS:C0000737_pain abdominal
C0040961,tricuspid valve insufficiency,101,UMLS:C0015967_fever
C0040961,tricuspid valve insufficiency,101,UMLS:C0008767_cicatrisation
C0040961,tricuspid valve insufficiency,101,UMLS:C0264576_mediastinal shift
C0040961,tricuspid valve insufficiency,101,UMLS:C0338656_impaired cognition
C0002395,Alzheimer's disease,101,UMLS:C0013132_drool
C0002395,Alzheimer's disease,101,UMLS:C0085631_agitation
C0002395,Alzheimer's disease,101,UMLS:C0028084_nightmare
C0002395,Alzheimer's disease,101,UMLS:C0035508_rhonchus
C0002395,Alzheimer's disease,101,UMLS:C0239110_consciousness clear
C0002395,Alzheimer's disease,101,UMLS:C0235231_pin-point pupils
C0002395,Alzheimer's disease,101,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden
C0002395,Alzheimer's disease,101,UMLS:C0871754_frail
C0002395,Alzheimer's disease,101,UMLS:C0234379_tremor resting
C0002395,Alzheimer's disease,101,UMLS:C0020461_hyperkalemia
C0002395,Alzheimer's disease,101,UMLS:C0427055_facial paresis
C0002395,Alzheimer's disease,101,UMLS:C0541992_groggy
C0002395,Alzheimer's disease,101,UMLS:C0231530_muscle twitch
C0002395,Alzheimer's disease,101,UMLS:C0558195_wheelchair bound
C0002395,Alzheimer's disease,101,UMLS:C0040822_tremor
C0002395,Alzheimer's disease,101,UMLS:C0010200_cough
C0002395,Alzheimer's disease,101,UMLS:C0015967_fever
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0011991_diarrhea
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0242429_throat sore
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0043096_decreased body weight
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0085593_chill
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0018681_headache
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0232498_abdominal tenderness
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0376405_patient non compliance
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0085636_photophobia
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0028081_night sweat
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0221150_painful swallowing
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0149758_poor dentition
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C1096646_transaminitis
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0850149_non-productive cough
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C0559546_adverse reaction^UMLS:C0879626_adverse effect
C0006840,candidiasis^UMLS:C0006849_oral candidiasis,99,UMLS:C1291077_abdominal bloating
C0442874,neuropathy,99,UMLS:C0004093_asthenia
C0442874,neuropathy,99,UMLS:C0028643_numbness
C0442874,neuropathy,99,UMLS:C0027498_nausea and vomiting
C0442874,neuropathy,99,UMLS:C0541798_awakening early
C0442874,neuropathy,99,UMLS:C0020303_hydropneumothorax
C0442874,neuropathy,99,UMLS:C0429562_superimposition
C0442874,neuropathy,99,UMLS:C0231230_fatigability
C0442874,neuropathy,99,UMLS:C0232726_tenesmus
C0442874,neuropathy,99,UMLS:C0030193_pain
C0442874,neuropathy,99,UMLS:C0232854_slowing of urinary stream
C0022658,kidney disease,96,UMLS:C0392680_shortness of breath
C0022658,kidney disease,96,UMLS:C0020461_hyperkalemia
C0022658,kidney disease,96,UMLS:C0008031_pain chest
C0022658,kidney disease,96,UMLS:C0015967_fever
C0022658,kidney disease,96,UMLS:C0232995_gravida 0
C0022658,kidney disease,96,UMLS:C0151706_bleeding of vagina
C0023267,fibroid tumor,96,UMLS:C0233071_para 2
C0023267,fibroid tumor,96,UMLS:C0019080_haemorrhage
C0023267,fibroid tumor,96,UMLS:C0156543_abortion
C0023267,fibroid tumor,96,UMLS:C0232943_intermenstrual heavy bleeding
C0023267,fibroid tumor,96,UMLS:C0026827_muscle hypotonia^UMLS:C0241938_hypotonic
C0023267,fibroid tumor,96,UMLS:C0232997_previous pregnancies 2
C0023267,fibroid tumor,96,UMLS:C0392680_shortness of breath
C0023267,fibroid tumor,96,UMLS:C0015967_fever
C0023267,fibroid tumor,96,UMLS:C0018834_heartburn
C0023267,fibroid tumor,96,UMLS:C0860096_primigravida
C0023267,fibroid tumor,96,"UMLS:C0702118_abnormally
  hard consistency"
C0023267,fibroid tumor,96,UMLS:C1405524_proteinemia
C0017601,glaucoma,95,UMLS:C0085639_fall
C0017601,glaucoma,95,"UMLS:C0000731_distended
  abdomen"
C0017601,glaucoma,95,"UMLS:C1273573_unsteady
  gait"
C0017601,glaucoma,95,UMLS:C0030554_paresthesia
C0017601,glaucoma,95,UMLS:C0020625_hyponatremia
C0017601,glaucoma,95,UMLS:C0085631_agitation
C0017601,glaucoma,95,"UMLS:C0041657_unconscious
  state"
C0017601,glaucoma,95,"UMLS:C0085624_burning
  sensation"
C0017601,glaucoma,95,UMLS:C0221198_lesion
C0017601,glaucoma,95,UMLS:C0577559_mass of body structure
C0027627,neoplasm metastasis,94,UMLS:C0205400_thicken
C0027627,neoplasm metastasis,94,UMLS:C1269955_tumor cell invasion
C0027627,neoplasm metastasis,94,UMLS:C1513183_metastatic lesion
C0027627,neoplasm metastasis,94,UMLS:C0007859_pain neck
C0027627,neoplasm metastasis,94,UMLS:C0034079_lung nodule
C0027627,neoplasm metastasis,94,UMLS:C0030193_pain
C0027627,neoplasm metastasis,94,UMLS:C0000737_pain abdominal
C0027627,neoplasm metastasis,94,UMLS:C0149696_food intolerance
C0027627,neoplasm metastasis,94,UMLS:C0577559_mass of body structure
C0027627,neoplasm metastasis,94,UMLS:C0741302_atypia
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0221198_lesion
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0242453_prostatism
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0009806_constipation
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0858924_general discomfort
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0011991_diarrhea
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0000737_pain abdominal
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0152032_urinary hesitation
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0857087_dizzy spells
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0278146_shooting pain
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0428977_bradycardia
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0042963_vomiting
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0694547_systolic ejection murmur
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0027497_nausea
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0235250_hyperemesis
C0007102,malignant tumor of colon^UMLS:C0699790_carcinoma colon,94,UMLS:C0085602_polydypsia
C0011880,ketoacidosis diabetic ,93,UMLS:C0032617_polyuria
C0011880,ketoacidosis diabetic ,93,UMLS:C0042963_vomiting
C0011880,ketoacidosis diabetic ,93,UMLS:C0027497_nausea
C0011880,ketoacidosis diabetic ,93,UMLS:C0000737_pain abdominal
C0011880,ketoacidosis diabetic ,93,UMLS:C0443260_milky
C0011880,ketoacidosis diabetic ,93,UMLS:C0235129_feeling strange
C0011880,ketoacidosis diabetic ,93,UMLS:C0232517_gurgle
C0011880,ketoacidosis diabetic ,93,UMLS:C0027769_nervousness
C0011880,ketoacidosis diabetic ,93,UMLS:C0232498_abdominal tenderness
C0011880,ketoacidosis diabetic ,93,UMLS:C0232605_regurgitates after swallowing
C0011880,ketoacidosis diabetic ,93,UMLS:C0344232_vision blurred
C0011880,ketoacidosis diabetic ,93,UMLS:C0152032_urinary hesitation
C0011880,ketoacidosis diabetic ,93,UMLS:C0011991_diarrhea
C0011880,ketoacidosis diabetic ,93,UMLS:C0036572_seizure
C0011880,ketoacidosis diabetic ,93,UMLS:C0236018_aura
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0013144_drowsiness
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0542073_lip smacking
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0027066_myoclonus
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0040822_tremor
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0751466_phonophobia
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0522336_rolling of eyes
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0234450_sleepy
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0019572_hirsutism
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0554980_moody
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0231530_muscle twitch
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0241526_unresponsiveness
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0018681_headache
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0002416_ambidexterity
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0424530_absences finding
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0037763_spasm
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C0043096_decreased body weight
C0014549,tonic-clonic epilepsy^UMLS:C0494475_tonic-clonic seizures,92,UMLS:C1269955_tumor cell invasion
C0006826,malignant neoplasms,90,UMLS:C0232118_pulsus paradoxus
C0006826,malignant neoplasms,90,UMLS:C1291692_gravida 10
C0006826,malignant neoplasms,90,UMLS:C0577559_mass of body structure
C0006826,malignant neoplasms,90,UMLS:C0221198_lesion
C0006826,malignant neoplasms,90,UMLS:C0018834_heartburn
C0006826,malignant neoplasms,90,UMLS:C0028081_night sweat
C0006826,malignant neoplasms,90,UMLS:C0205400_thicken
C0006826,malignant neoplasms,90,UMLS:C0085593_chill
C0006826,malignant neoplasms,90,UMLS:C0029053_decreased translucency
C0006826,malignant neoplasms,90,UMLS:C0000737_pain abdominal
C0006826,malignant neoplasms,90,UMLS:C0541911_dullness
C0006826,malignant neoplasms,90,UMLS:C0149696_food intolerance
C0006826,malignant neoplasms,90,UMLS:C0476273_distress respiratory
C0006826,malignant neoplasms,90,UMLS:C0020649_hypotension
C1145670,respiratory failure,90,UMLS:C0018991_hemiplegia
C1145670,respiratory failure,90,UMLS:C0037384_snore
C1145670,respiratory failure,90,UMLS:C0241526_unresponsiveness
C1145670,respiratory failure,90,UMLS:C0239134_productive cough
C1145670,respiratory failure,90,UMLS:C0013404_dyspnea
C1145670,respiratory failure,90,UMLS:C0231835_tachypnea
C1145670,respiratory failure,90,UMLS:C0020461_hyperkalemia
C1145670,respiratory failure,90,UMLS:C0086439_hypokinesia
C1145670,respiratory failure,90,UMLS:C0232201_sinus rhythm
C1145670,respiratory failure,90,UMLS:C0427108_general unsteadiness
C1145670,respiratory failure,90,UMLS:C0006318_bruit
C1145670,respiratory failure,90,UMLS:C0239110_consciousness clear
C1145670,respiratory failure,90,UMLS:C0392680_shortness of breath
C1145670,respiratory failure,90,UMLS:C0221198_lesion
C1145670,respiratory failure,90,UMLS:C0332575_redness
C0025202,melanoma,87,UMLS:C0577559_mass of body structure
C0025202,melanoma,87,UMLS:C0221166_paraparesis
C0025202,melanoma,87,UMLS:C0015967_fever
C0025202,melanoma,87,UMLS:C0232995_gravida 0
C0025202,melanoma,87,UMLS:C0030193_pain
C0025202,melanoma,87,UMLS:C0033774_pruritus
C0025202,melanoma,87,UMLS:C0024103_mass in breast
C0025202,melanoma,87,UMLS:C0042963_vomiting
C0025202,melanoma,87,UMLS:C0011991_diarrhea
C0017160,gastroenteritis,87,UMLS:C0000737_pain abdominal
C0017160,gastroenteritis,87,UMLS:C0476287_breath-holding spell
C0017160,gastroenteritis,87,UMLS:C0027497_nausea
C0017160,gastroenteritis,87,UMLS:C0043096_decreased body weight
C0017160,gastroenteritis,87,UMLS:C0234233_sore to touch
C0017160,gastroenteritis,87,UMLS:C0240962_scleral icterus
C0017160,gastroenteritis,87,UMLS:C0015967_fever
C0017160,gastroenteritis,87,UMLS:C0231528_myalgia
C0017160,gastroenteritis,87,UMLS:C0020625_hyponatremia
C0017160,gastroenteritis,87,UMLS:C0232602_retch
C0017160,gastroenteritis,87,UMLS:C0577559_mass of body structure
C0017160,gastroenteritis,87,UMLS:C0043096_decreased body weight
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0221198_lesion
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0010200_cough
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0034079_lung nodule
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0392680_shortness of breath
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0019079_haemoptysis
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0742985_debilitation
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0232517_gurgle
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0234238_ache
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0034642_rale
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0028081_night sweat
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0029053_decreased translucency
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0004093_asthenia
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C1513183_metastatic lesion
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0085631_agitation
C0242379,malignant neoplasm of lung^UMLS:C0684249_carcinoma of lung,86,UMLS:C0022107_irritable mood
C0024713,manic disorder,85,UMLS:C0455769_energy increased
C0024713,manic disorder,85,UMLS:C0438696_suicidal
C0024713,manic disorder,85,UMLS:C0917799_hypersomnia
C0024713,manic disorder,85,UMLS:C0424000_feeling suicidal
C0024713,manic disorder,85,UMLS:C0948786_blanch
C0024713,manic disorder,85,UMLS:C0233762_hallucinations auditory
C0024713,manic disorder,85,UMLS:C0233763_hallucinations visual
C0024713,manic disorder,85,UMLS:C0233492_elation
C0024713,manic disorder,85,UMLS:C0424068_verbal auditory hallucinations
C0024713,manic disorder,85,UMLS:C0150041_feeling hopeless
C0024713,manic disorder,85,UMLS:C1299586_difficulty
C0024713,manic disorder,85,UMLS:C0231187_decompensation
C0024713,manic disorder,85,UMLS:C0558089_verbally abusive behavior
C0024713,manic disorder,85,UMLS:C0438696_suicidal
C0024713,manic disorder,85,UMLS:C0424000_feeling suicidal
C0031212,personality disorder,84,UMLS:C0028084_nightmare
C0031212,personality disorder,84,UMLS:C0150041_feeling hopeless
C0031212,personality disorder,84,UMLS:C0558141_transsexual
C0031212,personality disorder,84,UMLS:C0233762_hallucinations auditory
C0031212,personality disorder,84,UMLS:C0022107_irritable mood
C0031212,personality disorder,84,UMLS:C0917801_sleeplessness
C0031212,personality disorder,84,UMLS:C0085631_agitation
C0031212,personality disorder,84,UMLS:C0424109_weepiness
C0031212,personality disorder,84,UMLS:C0344315_mood depressed
C0031212,personality disorder,84,UMLS:C1384489_scratch marks
C0031212,personality disorder,84,UMLS:C0027498_nausea and vomiting
C0031212,personality disorder,84,UMLS:C0277794_extreme exhaustion
C0031212,personality disorder,84,UMLS:C0748706_side pain
C0031212,personality disorder,84,UMLS:C0233481_worry
C0031212,personality disorder,84,UMLS:C0014394_enuresis
C0031212,personality disorder,84,UMLS:C0237154_homelessness
C0031212,personality disorder,84,UMLS:C0027769_nervousness
C0031212,personality disorder,84,UMLS:C0003962_ascites
C0031212,personality disorder,84,UMLS:C0033774_pruritus
C0019204,primary carcinoma of the liver cells,82,UMLS:C0577559_mass of body structure
C0019204,primary carcinoma of the liver cells,82,UMLS:C0038002_splenomegaly
C0019204,primary carcinoma of the liver cells,82,UMLS:C0221198_lesion
C0019204,primary carcinoma of the liver cells,82,UMLS:C0030552_paresis
C0019204,primary carcinoma of the liver cells,82,UMLS:C1269955_tumor cell invasion
C0019204,primary carcinoma of the liver cells,82,UMLS:C0848277_room spinning
C0019204,primary carcinoma of the liver cells,82,UMLS:C0019080_haemorrhage
C0019204,primary carcinoma of the liver cells,82,UMLS:C0205400_thicken
C0019204,primary carcinoma of the liver cells,82,UMLS:C0085632_indifferent mood
C0019204,primary carcinoma of the liver cells,82,UMLS:C0006625_cachexia
C0019204,primary carcinoma of the liver cells,82,"UMLS:C0020672_hypothermia, natural"
C0019204,primary carcinoma of the liver cells,82,UMLS:C0000737_pain abdominal
C0019204,primary carcinoma of the liver cells,82,UMLS:C0019209_hepatomegaly
C0019204,primary carcinoma of the liver cells,82,UMLS:C0744727_hematocrit decreased
C0019204,primary carcinoma of the liver cells,82,UMLS:C0085628_stupor
C0019204,primary carcinoma of the liver cells,82,UMLS:C0043096_decreased body weight
C0019204,primary carcinoma of the liver cells,82,UMLS:C0392680_shortness of breath
C0019204,primary carcinoma of the liver cells,82,UMLS:C0010200_cough
C0034067,emphysema pulmonary,80,UMLS:C0474395_behavior showing increased motor activity
C0034067,emphysema pulmonary,80,UMLS:C0241158_scar tissue
C0034067,emphysema pulmonary,80,UMLS:C0231807_dyspnea on exertion
C0034067,emphysema pulmonary,80,UMLS:C0520966_coordination abnormal
C0034067,emphysema pulmonary,80,UMLS:C0231528_myalgia
C0034067,emphysema pulmonary,80,UMLS:C0020440_hypercapnia
C0034067,emphysema pulmonary,80,UMLS:C0392162_clammy skin
C0034067,emphysema pulmonary,80,UMLS:C0557075_has religious belief
C0034067,emphysema pulmonary,80,UMLS:C0848277_room spinning
C0034067,emphysema pulmonary,80,UMLS:C0859032_moan
C0034067,emphysema pulmonary,80,UMLS:C0028081_night sweat
C0034067,emphysema pulmonary,80,UMLS:C0006625_cachexia
C0034067,emphysema pulmonary,80,UMLS:C0436331_symptom aggravating factors
C0034067,emphysema pulmonary,80,UMLS:C0013404_dyspnea
C0034067,emphysema pulmonary,80,UMLS:C0034642_rale
C0034067,emphysema pulmonary,80,UMLS:C0016382_flushing
C0034067,emphysema pulmonary,80,UMLS:C0221150_painful swallowing
C0034067,emphysema pulmonary,80,UMLS:C0003862_arthralgia
C0034067,emphysema pulmonary,80,UMLS:C0008301_choke
C0034067,emphysema pulmonary,80,UMLS:C0232726_tenesmus
C0034067,emphysema pulmonary,80,UMLS:C0009806_constipation
C0019112,hemorrhoids,80,UMLS:C0019080_haemorrhage
C0019112,hemorrhoids,80,UMLS:C0232695_bowel sounds decreased
C0019112,hemorrhoids,80,UMLS:C0278014_decreased stool caliber
C0019112,hemorrhoids,80,UMLS:C0027498_nausea and vomiting
C0019112,hemorrhoids,80,UMLS:C0020175_hunger
C0019112,hemorrhoids,80,UMLS:C0011991_diarrhea
C0019112,hemorrhoids,80,UMLS:C0012833_dizziness
C0019112,hemorrhoids,80,UMLS:C0020625_hyponatremia
C0019112,hemorrhoids,80,UMLS:C0009024_clonus
C0019112,hemorrhoids,80,UMLS:C0030193_pain
C0019112,hemorrhoids,80,UMLS:C1321756_achalasia
C0019112,hemorrhoids,80,UMLS:C0085624_burning sensation
C0019112,hemorrhoids,80,UMLS:C0744492_guaiac positive
C0019112,hemorrhoids,80,UMLS:C0239832_numbness of hand
C0019112,hemorrhoids,80,UMLS:C0043144_wheezing
C0019112,hemorrhoids,80,UMLS:C0010200_cough
C0006266,spasm bronchial,76,UMLS:C0392680_shortness of breath
C0006266,spasm bronchial,76,UMLS:C0241158_scar tissue
C0006266,spasm bronchial,76,UMLS:C0277797_apyrexial
C0006266,spasm bronchial,76,UMLS:C0262581_no known drug allergies
C0006266,spasm bronchial,76,UMLS:C0030193_pain
C0006266,spasm bronchial,76,UMLS:C0239134_productive cough
C0006266,spasm bronchial,76,UMLS:C0242429_throat sore
C0006266,spasm bronchial,76,UMLS:C0013404_dyspnea
C0006266,spasm bronchial,76,UMLS:C0232292_chest tightness
C0006266,spasm bronchial,76,UMLS:C0700292_hypoxemia
C0006266,spasm bronchial,76,UMLS:C0231835_tachypnea
C0006266,spasm bronchial,76,UMLS:C0234215_sensory discomfort
C0006266,spasm bronchial,76,UMLS:C0015967_fever
C0006266,spasm bronchial,76,UMLS:C0042963_vomiting
C0006266,spasm bronchial,76,UMLS:C0035508_rhonchus
C0006266,spasm bronchial,76,UMLS:C0018991_hemiplegia
C0006266,spasm bronchial,76,UMLS:C0231890_fremitus
C0003537,aphasia,76,UMLS:C0009024_clonus
C0003537,aphasia,76,UMLS:C0231872_egophony
C0003537,aphasia,76,UMLS:C0427055_facial paresis
C0003537,aphasia,76,UMLS:C0221470_aphagia
C0003537,aphasia,76,UMLS:C0231530_muscle twitch
C0003537,aphasia,76,UMLS:C0522224_paralyse
C0003537,aphasia,76,UMLS:C0024031_low back pain
C0003537,aphasia,76,UMLS:C0277823_charleyhorse
C0028756,obesity morbid,76,UMLS:C0848168_out of breath
C0028756,obesity morbid,76,UMLS:C0205254_sedentary
C0028756,obesity morbid,76,UMLS:C0002962_angina pectoris
C0028756,obesity morbid,76,UMLS:C0010200_cough
C0028756,obesity morbid,76,UMLS:C0847488_unhappy
C0028756,obesity morbid,76,UMLS:C0553668_labored breathing
C0028756,obesity morbid,76,"UMLS:C0020672_hypothermia, natural"
C0028756,obesity morbid,76,UMLS:C0013404_dyspnea
C0028756,obesity morbid,76,UMLS:C0744727_hematocrit decreased
C0028756,obesity morbid,76,UMLS:C0043144_wheezing
C0028756,obesity morbid,76,UMLS:C0700292_hypoxemia
C0028756,obesity morbid,76,UMLS:C0235634_renal angle tenderness
C0028756,obesity morbid,76,UMLS:C0424749_feels hot/feverish
C0034186,pyelonephritis,74,UMLS:C0015967_fever
C0034186,pyelonephritis,74,UMLS:C0030193_pain
C0034186,pyelonephritis,74,UMLS:C0085606_urgency of micturition
C0034186,pyelonephritis,74,UMLS:C0018965_hematuria
C0034186,pyelonephritis,74,UMLS:C0042963_vomiting
C0034186,pyelonephritis,74,UMLS:C0085593_chill
C0034186,pyelonephritis,74,UMLS:C0011991_diarrhea
C0034186,pyelonephritis,74,UMLS:C0027497_nausea
C0034186,pyelonephritis,74,UMLS:C0000737_pain abdominal
C0034186,pyelonephritis,74,UMLS:C0231528_myalgia
C0034186,pyelonephritis,74,UMLS:C0015967_fever
C0034186,pyelonephritis,74,UMLS:C0085593_chill
C0014118,endocarditis,71,UMLS:C0008033_pleuritic pain
C0014118,endocarditis,71,UMLS:C0205400_thicken
C0014118,endocarditis,71,UMLS:C0231528_myalgia
C0014118,endocarditis,71,UMLS:C0277797_apyrexial
C0014118,endocarditis,71,UMLS:C0028081_night sweat
C0014118,endocarditis,71,UMLS:C1517205_flare
C0014118,endocarditis,71,UMLS:C0392680_shortness of breath
C0014118,endocarditis,71,UMLS:C0085619_orthopnea
C0014118,endocarditis,71,UMLS:C0549483_abscess bacterial
C0014118,endocarditis,71,UMLS:C0020649_hypotension
C0014118,endocarditis,71,UMLS:C0010200_cough
C0014118,endocarditis,71,UMLS:C1513183_metastatic lesion
C0014118,endocarditis,71,UMLS:C0238844_breath sounds decreased
C0014118,endocarditis,71,UMLS:C0043096_decreased body weight
C0014118,endocarditis,71, 
C0014118,endocarditis,71,UMLS:C0232118_pulsus paradoxus
C0014118,endocarditis,71,UMLS:C0086439_hypokinesia
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0232267_pericardial friction rub
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0013404_dyspnea
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0392680_shortness of breath
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0578150_hemodynamically stable
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0018800_cardiomegaly
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0020649_hypotension
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0241235_sputum purulent
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0427055_facial paresis
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0030193_pain
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0028961_oliguria
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0312422_blackout
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,UMLS:C0728899_intoxication
C0001973,chronic alcoholic intoxication,70,UMLS:C0040822_tremor
C0001973,chronic alcoholic intoxication,70,UMLS:C0233762_hallucinations auditory
C0001973,chronic alcoholic intoxication,70,UMLS:C0438696_suicidal
C0001973,chronic alcoholic intoxication,70,UMLS:C0424337_hoard
C0001973,chronic alcoholic intoxication,70,UMLS:C0022107_irritable mood
C0001973,chronic alcoholic intoxication,70,UMLS:C0150041_feeling hopeless
C0001973,chronic alcoholic intoxication,70,UMLS:C0424000_feeling suicidal
C0001973,chronic alcoholic intoxication,70,UMLS:C0233647_neologism
C0001973,chronic alcoholic intoxication,70,UMLS:C0036572_seizure
C0001973,chronic alcoholic intoxication,70,UMLS:C0237154_homelessness
C0001973,chronic alcoholic intoxication,70,UMLS:C0917801_sleeplessness
C0001973,chronic alcoholic intoxication,70,UMLS:C0041657_unconscious state
C0001973,chronic alcoholic intoxication,70,UMLS:C0030318_panic
C0001973,chronic alcoholic intoxication,70,UMLS:C0238844_breath sounds decreased
C0001973,chronic alcoholic intoxication,70,UMLS:C0392680_shortness of breath
C0032326,pneumothorax,68,UMLS:C0013404_dyspnea
C0032326,pneumothorax,68,"UMLS:C0425560_cardiovascular
  finding^UMLS:C1320716_cardiovascular event"
C0032326,pneumothorax,68,UMLS:C0019079_haemoptysis
C0032326,pneumothorax,68,UMLS:C0010200_cough
C0032326,pneumothorax,68,UMLS:C0020440_hypercapnia
C0032326,pneumothorax,68,UMLS:C0037580_soft tissue swelling
C0032326,pneumothorax,68,UMLS:C0242453_prostatism
C0032326,pneumothorax,68,UMLS:C0085631_agitation
C0011206,delirium,68,UMLS:C1273573_unsteady gait
C0011206,delirium,68,UMLS:C0424092_withdraw
C0011206,delirium,68,UMLS:C0020625_hyponatremia
C0011206,delirium,68,UMLS:C0558089_verbally abusive behavior
